,Season,TeamA,TeamB,PtsPerPossDiff,EffectiveFGPctDiff,AvgScoringMarginDiff,AssistRateDiff,ReboundPctDiff,StealBlockFoulDiff,TORateDiff,BArcPctDiff,FTRateDiff,FTPctDiff,WinPctDiff,EloDiff,PythagoreanDiff,Gender,SeedDiff,ScoreDiff,WinA
0,2003,1421,1411,-0.021731193090956946,-0.01323527372839961,-9.208045977011494,-0.049795542023339245,-0.052508227098358784,0.030118070022963184,0.012144263166642827,-0.01619240790652826,-0.1522768573014489,0.1523966805770668,-0.15172413793103445,-31.089786893396195,-0.2391124791632686,1,0,8,1
1,2003,1112,1436,0.08197932529947405,0.022899915677244143,10.30911330049261,0.011454977398554167,-0.08012043896118137,0.04307917700989705,-0.02275885529665661,0.026575173484177206,0.03169101216242176,0.05144598540179546,0.23768472906403948,168.16279597913626,0.18561380668882932,1,-15,29,1
2,2003,1113,1272,0.040148094065844075,0.018997252490099314,-1.8965517241379315,-0.056566891324058344,0.02674464885365513,-0.1293604807345169,0.006999311805706593,-0.11370283300347447,0.07193744660769386,0.047368575171585325,-0.1724137931034483,-110.9760767631451,-0.05041731660837334,1,3,13,1
3,2003,1141,1166,-0.04049019374837681,0.005380626164027014,-8.805642633228839,0.005289656558436162,-0.0018094190813051636,-0.14138415142722005,0.061465133915592024,-0.011549959302200985,0.12768894905740236,0.07303365559914465,-0.08568443051201668,-36.08461113976773,-0.18640770143585694,1,5,6,1
4,2003,1143,1301,-0.02081102246375921,-0.010091699538706256,0.32413793103448274,-0.016666676999123275,-0.01060798784425443,-0.014986599814561852,-0.011825122886088335,-0.13340245031984688,-0.03918501921580986,-0.0895158505083441,0.12413793103448278,15.58329663537279,0.0052998281755231025,1,-1,2,1
5,2003,1163,1140,-0.02803717390425242,-0.008439461521001168,-0.14086021505376323,-0.028772821466181653,-0.11222324024800812,0.22159160947764056,0.005421553264187334,-0.06266430454236316,-0.11820853516301028,-0.08336697594545994,-0.041935483870967794,-17.470624080395282,-0.023794279104032645,1,-7,5,1
6,2003,1181,1161,0.04086007328366481,-0.026918697218852428,10.233333333333333,-0.07126057041958878,0.033980443471784305,0.13181513504687092,-0.04384817019754633,0.11526880625223254,-0.003991375753143012,-0.0020366458449951885,0.2333333333333334,108.27774921321316,0.23522661763864827,1,-11,10,1
7,2003,1211,1153,0.078616991903673,0.0706812768817956,3.049539170506913,0.07634061802414527,0.038096227745063604,0.027829361548061038,0.049197683709904766,0.0019701018247464397,0.07866160673334976,0.03230065751708522,0.13479262672811065,75.00258375402223,0.0533953127263489,1,1,5,1
8,2003,1228,1443,0.040197412244578734,0.018830987370586194,7.355913978494623,0.125415422787313,-0.08595026207612233,-0.04743769944812082,-0.02842397201589042,-0.010124014292213379,-0.04920792926614981,0.059098672102602334,0.058064516129032295,33.858581820841664,0.1557124011448784,1,-9,5,1
9,2003,1242,1429,0.01641607605549944,0.030457577361631682,9.100000000000001,-0.033493992442080955,-0.07041585814744078,0.3035991473637193,0.00013405609783298522,-0.00924304935448439,-0.002747459256430107,-0.04571739023968202,0.03333333333333344,116.97928789204752,0.15762893709025838,1,-13,3,1
